Gemeinde;Gemeindename;Wahlkreisnummer;Gebietsnummer;Gebietsart;Gebietsname;Bezirksnummer;Wahlberechtigte gesamt (A);Wahlberechtigte ohne Wahlschein (A1);Wahlberechtigte mit Wahlschein (A2);Wahlberechtigte nicht im WVZ (A3);Waehler gesamt (B);Waehler ohne Wahlschein;Waehler mit Wahlschein;Urnenwaehler mit Wahlschein in Urnenwahllokal;Briefwaehler mit Wahlschein in Urnenwahllokal;Direktstimmen ungueltige (C);Direktstimmen gueltige (D);D1;D2;D3;D4;D5;D6;D8;D9;D11;D12;D14;D15;D19;D20;D21;D22;D23;Listenstimmen ungueltige (E);Listenstimmen gueltige (F);F1;F2;F3;F4;F5;F6;F7;F8;F9;F10;F11;F12;F13;F14;F15;F16;F17;F18;F19;Column 57
120720240240;Ludwigsfelde, Stadt;61;1207202402400011;STIMMBEZIRK;Ludwigsfelde, Förderschule (Speiseraum);11;983;696;287;0;457;457;0;0;0;15;442;64;74;182;34;29;25;9;8;2;1;7;4;0;0;1;0;2;15;442;63;82;156;43;30;24;7;7;8;1;2;2;0;8;2;2;0;5;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400013;STIMMBEZIRK;Ludwigsfelde, Förderschule (Turnhalle);13;872;556;316;0;395;395;0;0;0;10;385;68;65;144;25;33;21;10;10;0;1;5;1;0;1;0;0;1;10;385;69;69;122;27;37;20;13;7;11;0;1;0;0;4;1;1;1;2;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400014;STIMMBEZIRK;Ludwigsfelde, Waldhaus;14;1241;956;285;0;566;559;7;7;0;10;556;36;109;230;59;28;33;16;21;0;5;7;2;3;2;3;0;2;18;548;35;106;188;68;33;31;33;10;14;2;1;2;3;12;0;5;1;3;1;
120720240240;Ludwigsfelde, Stadt;61;1207202402400015;STIMMBEZIRK;Ludwigsfelde, Kleeblatt Grundschule (Turnhalle I);15;1605;1176;429;0;733;730;3;3;0;10;723;86;148;285;45;51;49;17;19;1;6;9;1;1;0;2;0;3;10;723;78;158;233;54;63;41;39;11;21;4;1;2;1;9;0;5;1;2;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400019;STIMMBEZIRK;Ludwigsfelde, Kleeblatt Grundschule (Raum 028);19;1175;786;389;0;453;452;1;1;0;10;443;49;68;175;34;32;44;17;10;1;4;4;0;2;1;1;0;1;11;442;45;70;140;44;38;39;19;14;10;0;1;3;0;4;0;8;0;4;3;
120720240240;Ludwigsfelde, Stadt;61;1207202402400022;STIMMBEZIRK;Ludwigsfelde, OT Jütchendorf, Gemeindehaus Jütchendorf;22;463;344;119;0;294;291;3;3;0;10;284;46;26;96;18;25;45;3;15;0;1;8;1;0;0;0;0;0;13;281;41;29;81;23;32;41;8;5;11;0;1;0;0;7;1;1;0;0;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402400025;STIMMBEZIRK;Ludwigsfelde, OT Kerzendorf, Gemeindehaus Kerzendorf;25;373;275;98;0;224;224;0;0;0;2;222;39;24;83;10;25;23;1;9;0;0;6;1;1;0;0;0;0;4;220;44;29;61;13;26;22;4;1;8;0;0;0;0;5;0;2;1;2;2;
120720240240;Ludwigsfelde, Stadt;61;1207202402400026;STIMMBEZIRK;Ludwigsfelde, OT Wietstock, Freiwillige Feuerwehr Wietstock;26;280;214;66;0;180;179;1;1;0;4;176;26;25;72;7;14;16;5;5;0;0;2;1;2;1;0;0;0;5;175;32;26;60;11;15;9;8;1;6;0;0;0;0;4;2;0;0;1;0;
120720240240;Ludwigsfelde, Stadt;61;1207202402409045;BRIEFWAHLBEZIRK;Ludwigsfelde, Briefwahl III;9045;0;0;0;0;470;0;470;0;0;5;465;46;47;223;36;38;33;7;14;4;1;6;1;4;0;0;0;5;4;466;50;50;180;48;40;40;11;3;19;1;4;1;1;5;0;1;0;8;4;
120720240240;Ludwigsfelde, Stadt;61;1207202402409050;BRIEFWAHLBEZIRK;Ludwigsfelde, Briefwahl VIII;9050;0;0;0;0;838;0;838;0;0;5;833;151;58;272;41;105;129;15;29;2;3;14;2;2;4;3;0;3;7;831;155;59;211;60;125;132;25;10;18;2;1;2;1;13;2;3;5;5;2;
